name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,pos,age,gp,w,l,min,pts,fgm,fga,fg_percent,x3pm,x3pa,x3p_percent,ftm,fta,ft_percent,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,dd2,td3,x
Julian Strawther,Denver Nuggets,Puerto Rico,3,SG,SF,Perimeter Shot Creator,"6'6""",205,"6'9""",2552520,2,2002-04-18,73,85,74,75,75,80,63,70,53,90,80,64,74,65,56,44,65,49,51,30,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Randle,Minnesota Timberwolves,United States,30,PF,C,Inside the Arc Shot Creator,"6'8""",250,"7'0""",28939680,11,1994-11-29,85,89,85,73,74,65,73,76,87,95,84,74,80,84,61,77,73,35,42,58,81,PF,28,77,44,33,2737.3,1936,658,1432,45.9,218,636,34.3,402,531,75.7,141,626,767,316,216,49,21,233,3324,40,0,170
Justin Champagnie,Washington Wizards,United States,9,SF,SG,Rebounder,"6'6""",206,"6'10""",NA,4,2001-06-29,71,70,67,72,71,75,73,73,40,80,80,62,65,62,54,49,52,59,71,66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Minaya,Portland Trail Blazers,United States,10,SG,SF,Perimeter Defender,"6'5""",210,"6'9""",NA,3,1999-03-26,69,55,70,71,50,65,70,71,55,85,81,65,70,65,60,62,69,40,63,65,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jusuf Nurkic,Phoenix Suns,Bosnia & Herzegovina,20,C,NA,2-Way Inside-The-Arc Threat,"7'0""",290,"7'2""",18125000,11,1994-08-23,80,88,88,62,72,70,51,49,90,86,72,60,40,82,66,78,45,56,73,84,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kai Jones,Los Angeles Clippers,Bahamas,23,C,PF,2-Way Interior Threat,"6'11""",221,"7'2""",2087519,4,2001-01-19,69,68,69,69,73,60,66,66,65,84,80,38,35,48,67,78,47,43,83,60,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karl-Anthony Towns,New York Knicks,Dominican Republic,32,PF,C,Inside-Out Scorer,"7'0""",248,"7'4""",49205800,10,1995-11-15,88,93,85,87,90,75,76,76,87,98,82,60,65,79,57,69,50,37,56,52,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karlo Matkovic,New Orleans Pelicans,Bosnia & Herzegovina,13,PF,C,Rebounder,"6'10""",231,"7'2""",NA,3,2001-03-30,71,72,69,68,68,70,56,51,62,80,80,50,55,52,58,60,41,66,74,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawhi Leonard,Los Angeles Clippers,United States,2,PF,SF,2-Way Scoring Phenom,"6'7""",225,"7'3""",49205800,14,1991-06-29,92,97,90,85,87,80,84,90,79,87,82,79,86,82,83,81,90,80,62,46,65,SF,31,52,33,19,1747.5,1239,446,871,51.2,104,250,41.6,243,279,87.1,57,281,338,204,88,72,28,84,2163,4,0,220
Keaton Wallace,Atlanta Hawks,United States,20,SG,PG,3 & D Threat,"6'3""",195,"6'7""",NA,4,1999-02-26,67,62,68,79,75,50,80,79,49,88,84,70,72,65,62,44,70,70,45,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keegan Murray,Sacramento Kings,United States,13,PF,SF,3-Level Scoring Threat,"6'8""",225,"6'11""",8809560,3,2000-08-19,80,95,83,83,85,60,76,79,60,85,80,65,70,66,66,68,78,43,61,47,61,SF,22,80,47,33,2381.7,976,354,782,45.3,206,501,41.1,62,81,76.5,89,282,371,98,60,61,42,162,1817,4,0,99
Keita Bates-Diop,Minnesota Timberwolves,United States,31,PF,SF,Mid-Range Scoring Threat,"6'8""",229,"7'3""",2654644,7,1996-01-23,72,76,74,73,72,70,77,77,60,80,76,58,66,56,57,63,63,53,68,55,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keldon Johnson,San Antonio Spurs,United States,0,SF,PF,Shot-Creating 3-Level Threat,"6'5""",220,"6'9""",19000000,6,1999-10-11,79,89,83,78,77,50,76,78,70,90,80,74,79,74,60,67,73,40,45,50,63,SF,23,63,17,46,2063.3,1385,503,1113,45.2,134,407,32.9,245,327,74.9,56,262,318,183,134,46,11,125,2078,5,0,-491
Kel'el Ware,Miami Heat,United States,7,C,PF,Inside-Out Scoring Threat,"7'0""",230,"7'4""",4655040,1,2004-04-20,70,70,71,75,63,50,66,68,59,89,80,37,52,52,50,56,37,38,68,69,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kelly Olynyk,Toronto Raptors,Canada,41,C,PF,3-Level Scoring Threat,"6'11""",240,"6'10""",12804878,12,1991-04-19,79,97,85,82,90,75,31,35,70,89,82,60,42,66,59,70,50,59,55,58,73,PF,32,68,28,40,1941.6,847,278,557,49.9,93,236,39.4,198,232,85.3,82,338,420,252,168,60,37,232,1852,9,0,14
Kelly Oubre Jr.,Philadelphia 76ers,United States,9,SF,SG,Rim Attacker,"6'7""",203,"7'2""",7983000,10,1995-12-09,79,74,65,74,76,75,72,82,58,90,84,73,74,75,62,49,74,53,61,50,60,SG,27,48,16,32,1547.5,972,353,819,43.1,108,339,31.9,158,208,76,65,184,249,54,64,68,18,141,1546,3,0,-278
Kendall Brown,Indiana Pacers,United States,10,SF,SG,Perimeter Defender,"6'7""",205,"6'11""",2120693,3,2003-05-11,69,70,68,73,69,80,74,74,44,85,80,70,71,69,61,59,68,55,52,39,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Lofton Jr.,Chicago Bulls,United States,34,C,NA,Inside the Arc Threat,"6'6""",275,"6'11""",NA,3,2002-08-14,73,87,76,71,59,70,64,64,82,85,80,60,62,64,51,57,38,43,62,67,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenrich Williams,Oklahoma City Thunder,United States,34,PF,C,Stretch Four,"6'6""",210,"6'7""",6669000,7,1994-12-02,73,81,65,82,44,75,66,75,63,80,80,69,69,69,66,68,75,53,45,59,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentavious Caldwell-Pope,Orlando Magic,United States,3,SG,SF,2-Way Sharpshooter,"6'5""",204,"6'8""",22757000,12,1993-02-18,78,86,94,87,90,50,85,84,60,92,84,75,75,82,71,45,87,59,55,32,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyon Martin Jr.,Philadelphia 76ers,United States,1,PF,SF,Rim Protector,"6'6""",215,"6'7""",7975000,5,2001-01-06,74,87,68,70,68,50,83,83,62,80,81,64,76,64,55,54,67,43,55,55,60,F,22,82,22,60,2292.2,1039,410,720,56.9,68,216,31.5,151,222,68,126,326,452,123,91,41,30,147,1888,5,0,-368
Keon Ellis,Sacramento Kings,United States,23,SG,PG,3 & D Two Guard,"6'3""",175,"6'9""",2120693,3,2000-01-08,77,87,74,83,74,70,81,84,48,85,80,64,74,65,76,58,84,83,67,42,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Johnson,Brooklyn Nets,United States,45,SG,SF,Inside-Out Threat,"6'3""",185,"6'7""",NA,4,1995-09-29,69,60,68,78,66,60,93,84,40,88,80,75,72,70,62,45,70,66,52,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kessler Edwards,Dallas Mavericks,United States,20,SF,PF,3 & D Threat,"6'7""",203,"6'11""",NA,4,2000-08-09,69,64,72,82,80,40,72,74,77,80,80,50,64,64,64,59,75,36,56,42,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Durant,Phoenix Suns,United States,35,PF,SF,2-Way Scoring Phenom,"6'11""",240,"7'5""",51179021,18,1988-09-29,94,97,97,92,87,78,80,84,63,94,88,78,92,88,73,75,84,40,68,33,69,PF,34,47,34,13,1671.8,1366,483,862,56,93,230,40.4,307,334,91.9,17,296,313,235,156,34,67,99,2241,5,1,258
Kevin Huerter,Sacramento Kings,United States,9,SG,SF,Inside-Out Shot Creator,"6'7""",198,"6'8""",16830357,7,1998-08-27,75,95,69,81,76,60,84,78,50,85,83,74,79,76,56,44,64,42,52,38,60,SG,24,75,44,31,2202.8,1140,420,866,48.5,205,510,40.2,95,131,72.5,42,209,251,221,97,80,24,181,1988,0,0,222
Kevin Knox II,Golden State Warriors,United States,6,PF,SF,Skilled Stretch,"6'7""",215,"7'0""",NA,7,1999-08-11,72,88,61,79,77,70,75,75,70,90,82,59,75,60,56,57,69,40,52,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Love,Miami Heat,United States,42,C,PF,Inside-Out Board Hunter,"6'8""",245,"6'11""",3850000,17,1988-09-07,76,95,73,80,82,50,66,54,82,70,77,65,52,77,56,69,50,37,51,61,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin McCullar,New York Knicks,United States,9,SG,SF,Perimeter Defender,"6'7""",212,"6'11""",NA,1,2001-03-15,69,76,75,74,79,50,75,82,55,90,80,68,66,67,62,52,72,56,63,44,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Porter Jr.,Los Angeles Clippers,United States,77,PG,SG,Balanced Point,"6'4""",203,"6'9""",3237691,6,2000-05-04,76,84,85,80,78,55,85,75,52,88,80,82,82,82,54,44,69,59,45,45,58,SG,22,59,18,41,2023.9,1130,391,884,44.2,141,385,36.6,207,264,78.4,76,238,314,338,188,82,17,156,2123,9,1,-343
Kevon Harris,Atlanta Hawks,United States,8,SF,SG,Catch & Shoot Threat,"6'5""",216,"6'9""",NA,5,1997-06-24,68,75,72,81,76,40,71,71,58,85,80,64,69,65,54,60,62,53,51,59,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Looney,Golden State Warriors,United States,5,C,NA,Board-Hunting Lob Threat,"6'9""",222,"7'4""",8000000,10,1996-02-06,76,97,68,69,69,50,58,69,74,85,84,55,61,66,60,72,46,38,62,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keyontae Johnson,Charlotte Hornets,United States,18,SF,SG,Catch & Shoot Threat,"6'4""",230,"6'11""",NA,2,2000-05-24,68,76,68,76,71,50,81,78,60,85,80,52,64,58,54,52,62,48,50,59,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keyonte George,Utah Jazz,United States,3,PG,SG,Playmaking Inside-Out Threat,"6'4""",185,"6'5""",4084200,2,2003-11-08,78,86,72,79,82,75,79,78,55,84,80,85,87,85,47,34,65,36,32,29,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khris Middleton,Milwaukee Bucks,United States,22,SF,PF,2-Way 3-Level Shot Creator,"6'7""",222,"6'11""",31666667,13,1991-08-12,85,94,97,82,82,60,71,84,73,92,90,78,77,78,70,72,84,46,47,40,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Killian Hayes,Brooklyn Nets,France,8,PG,SG,Steady Playmaker,"6'5""",195,"6'8""",NA,5,2001-07-27,74,89,79,73,70,70,79,79,56,89,83,82,83,84,63,49,73,59,56,31,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kira Lewis Jr.,Washington Wizards,United States,2,PG,NA,Steady Playmaker,"6'1""",170,"6'5""",NA,5,2001-04-06,71,88,66,60,86,65,89,89,49,85,84,75,86,75,52,34,67,49,42,43,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KJ Simpson,Charlotte Hornets,United States,25,PG,NA,Perimeter Shot Creator,"6'2""",187,"6'6""",NA,1,2002-08-08,70,76,79,78,85,60,76,83,52,85,80,78,87,78,54,42,64,60,56,37,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klay Thompson,Dallas Mavericks,United States,31,SG,SF,2-Way Catch & Shoot Ace,"6'6""",220,"6'9""",15873016,14,1990-02-08,81,93,90,89,91,70,71,80,62,91,94,67,70,67,69,70,80,38,53,33,50,SG,33,69,38,31,2278.9,1509,546,1252,43.6,301,731,41.2,116,132,87.9,39,247,286,163,123,49,29,130,2208,2,0,163
Kobe Brown,Los Angeles Clippers,United States,21,PF,SF,Promising Prospect,"6'7""",250,"7'1""",2533920,2,2000-01-01,70,80,72,72,79,50,60,62,74,88,80,62,60,64,55,62,62,43,53,54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kobe Bufkin,Atlanta Hawks,United States,4,PG,SG,Inside the Arc Shot Creator,"6'5""",195,"6'8""",4299000,2,2003-09-21,72,80,79,70,83,60,86,86,40,95,80,72,87,73,50,48,64,49,42,41,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Dunn,Los Angeles Clippers,United States,18,SG,SF,2-Way Perimeter Shot Creator,"6'3""",205,"6'10""",NA,9,1994-03-18,75,93,79,80,77,50,83,83,56,85,84,75,86,84,73,40,83,80,60,47,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Murray,Portland Trail Blazers,United States,24,SF,PF,Perimeter Defender,"6'8""",220,"7'0""",2990040,2,2000-08-19,73,75,70,72,73,75,68,73,60,90,80,60,69,60,59,60,66,56,53,58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristaps Porzingis,Boston Celtics,Latvia,8,C,PF,2-Way 3-Level Scoring Threat,"7'2""",240,"7'6""",29268293,10,1995-08-02,87,97,92,81,83,80,66,65,74,94,77,50,68,40,67,78,56,40,87,57,73,C,27,65,27,38,2119.5,1505,507,1018,49.8,137,356,38.5,354,416,85.1,114,432,546,174,137,58,100,196,2758,20,0,80
Kyle Anderson,Golden State Warriors,United States,1,PF,SF,Mid-Range Shot Creator,"6'9""",230,"7'3""",8780488,11,1993-09-20,76,88,86,60,69,60,66,80,62,85,83,78,81,79,70,60,79,59,62,45,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Filipowski,Utah Jazz,United States,22,C,PF,Promising Prospect,"7'0""",248,"7'4""",NA,1,2003-11-07,70,72,70,73,68,50,77,57,62,85,80,60,69,60,56,60,55,47,62,57,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Kuzma,Washington Wizards,United States,33,PF,C,Inside-Out Small Ball Four,"6'9""",221,"7'0""",23522727,8,1995-07-24,83,88,69,80,76,80,74,74,74,85,83,66,77,78,57,66,67,35,57,38,74,SF,27,64,29,35,2238.9,1357,512,1142,44.8,160,481,33.3,173,237,73,55,408,463,239,190,36,29,145,2276,14,1,10
Kyle Lowry,Philadelphia 76ers,United States,7,PG,SG,3 & D Point,"6'0""",196,"6'2""",2087519,19,1986-03-25,76,90,85,83,83,70,84,84,67,96,79,75,79,80,69,60,80,55,51,36,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrie Irving,Dallas Mavericks,United States,11,SG,PG,Offensive Architect,"6'2""",195,"6'4""",41000000,14,1992-03-23,92,97,98,87,90,88,85,85,37,97,80,88,99,89,61,32,73,49,51,36,58,PG,31,60,32,28,2240.6,1623,594,1203,49.4,188,496,37.9,247,273,90.5,59,245,304,331,128,66,45,165,2689,5,0,222
KyShawn George,Washington Wizards,Switzerland,18,SF,PF,Perimeter Shot Creator,"6'8""",196,"7'0""",2825520,1,2003-12-12,70,72,78,80,77,50,64,69,60,90,80,66,74,66,57,58,66,53,35,34,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaMelo Ball,Charlotte Hornets,United States,1,PG,SG,3-Level Scoring Playmaker,"6'7""",180,"6'10""",35147000,5,2001-08-22,87,86,78,83,86,85,84,84,50,93,82,93,88,93,68,45,70,83,37,46,61,PG,21,36,13,23,1267.8,838,296,721,41.1,144,383,37.6,102,121,84.3,42,189,231,304,129,46,11,118,1613,17,3,-150
Larry Nance Jr.,Atlanta Hawks,United States,22,C,PF,3-Level Scoring Threat,"6'8""",245,"7'2""",11205000,10,1993-01-01,76,93,74,79,70,70,65,61,69,88,83,69,64,70,71,74,61,76,55,66,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lauri Markkanen,Utah Jazz,Finland,23,SF,PF,3-Level Scoring Threat,"7'0""",240,"6'11""",42176400,8,1997-05-22,86,94,80,84,83,75,63,65,61,85,80,55,65,75,60,66,65,41,52,62,75,PF,25,66,32,34,2272.5,1691,571,1144,49.9,200,510,39.2,349,399,87.5,130,440,570,123,127,42,38,137,2673,28,0,163
Leaky Black,Washington Wizards,United States,12,PF,SF,Inside-Out Scoring Threat,"6'6""",209,"7'0""",NA,2,1999-06-14,70,67,65,75,74,75,75,73,50,85,80,55,60,50,62,59,69,48,65,42,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeBron James,Los Angeles Lakers,United States,23,PF,PG,2-Way Inside-Out Point Four,"6'9""",250,"7'0""",48728845,22,1984-12-30,95,89,78,85,73,98,87,87,89,99,97,90,87,97,75,79,79,65,75,50,74,SF,38,55,30,25,1953.9,1590,609,1219,50,121,377,32.1,251,327,76.8,65,392,457,375,178,50,32,88,2769,18,2,214
Leonard Miller,Minnesota Timberwolves,Canada,33,PF,SF,Interior Threat,"6'10""",210,"7'2""",1891857,2,2003-11-26,70,74,70,72,79,60,73,73,55,90,80,51,70,52,55,57,63,52,57,52,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lester Quiñones,Philadelphia 76ers,Dominican Republic,25,PG,SG,Catch & Shoot Threat,"6'4""",208,"6'8""",NA,3,2000-11-16,71,74,71,80,75,90,70,70,44,80,80,74,70,74,46,33,63,33,47,60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindy Waters III,Golden State Warriors,United States,43,SG,SF,Catch & Shoot Ace,"6'6""",210,"6'10""",2196970,5,1997-07-07,74,74,77,85,80,95,60,69,33,83,80,69,69,67,55,53,67,36,62,39,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonnie Walker IV,Boston Celtics,United States,12,SG,SF,Inside-Out Shot Creator,"6'4""",204,"6'11""",NA,7,1998-12-14,74,76,72,82,76,65,89,89,64,85,82,70,78,67,56,55,74,46,57,32,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonzo Ball,Chicago Bulls,United States,2,PG,NA,2-Way 3PT Playmaker,"6'6""",190,"6'9""",21395348,8,1997-10-27,79,55,65,84,79,50,85,86,52,93,80,88,86,89,77,60,84,80,62,41,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luguentz Dort,Oklahoma City Thunder,Canada,5,SF,PF,2-Way Inside-Out Shot Creator,"6'4""",220,"6'9""",16500000,6,1999-04-19,80,82,71,83,82,45,79,92,70,92,80,62,72,62,82,75,92,80,58,43,50,G,24,74,36,38,2272.4,1013,339,873,38.8,135,409,33,200,259,77.2,128,216,344,154,92,75,23,243,1859,5,0,34
Luka Doncic,Dallas Mavericks,Slovenia,77,PG,SG,Offensive Architect,"6'7""",230,"6'11""",43031940,7,1999-02-28,97,97,88,88,83,98,84,84,72,98,85,98,95,98,67,66,74,53,52,68,85,PG,24,66,33,33,2390.5,2138,719,1449,49.6,185,541,34.2,515,694,74.2,54,515,569,529,236,90,33,166,3747,36,10,128
Luka Garza,Minnesota Timberwolves,United States,55,C,NA,Rebounder,"6'10""",243,"7'2""",2162606,4,1998-12-27,74,93,70,71,79,55,40,40,69,80,80,55,35,55,42,54,30,32,42,96,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kennard,Memphis Grizzlies,United States,10,SG,PG,Perimeter Shot Creator,"6'5""",206,"6'5""",14763636,8,1996-06-24,76,77,80,89,94,80,69,68,40,92,80,76,78,79,43,35,51,37,30,31,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kornet,Boston Celtics,United States,40,C,NA,Paint Protector,"7'2""",250,"7'6""",2087519,8,1995-07-15,76,79,56,70,82,90,38,37,66,85,77,50,43,60,62,74,32,40,86,87,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malachi Flynn,San Antonio Spurs,United States,8,PG,NA,3-Level Threat,"6'1""",175,"6'3""",NA,5,1998-05-10,74,86,84,76,77,75,73,76,44,83,82,74,76,73,57,27,69,63,45,37,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaki Branham,San Antonio Spurs,United States,22,SG,PG,Catch & Shoot Threat,"6'4""",180,"6'8""",3217920,3,2003-05-12,75,74,81,78,88,75,82,82,55,86,80,59,69,59,47,45,63,35,35,34,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malcolm Brogdon,Washington Wizards,United States,15,PG,SG,3-Level Scoring Playmaker,"6'4""",229,"6'11""",22500000,9,1992-12-11,80,78,74,86,77,70,77,80,56,93,84,89,86,92,63,65,77,40,40,38,57,PG,30,67,46,21,1743.8,1000,354,732,48.4,132,297,44.4,160,184,87,42,238,280,248,98,45,18,109,1799,0,0,182
Malcolm Hill,New Orleans Pelicans,United States,33,PF,SF,Stretch Four,"6'6""",220,"6'9""",NA,8,1995-10-26,68,61,72,80,80,60,65,65,47,80,73,60,68,57,47,45,55,46,51,53,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Beasley,Detroit Pistons,United States,5,SG,SF,Shot-Creating 3-Level Threat,"6'4""",187,"6'7""",6000000,9,1996-11-26,75,91,82,87,77,60,75,75,55,93,84,69,79,70,49,48,66,40,32,35,53,SG,26,81,45,36,2093.1,1025,370,937,39.5,235,658,35.7,50,65,76.9,35,248,283,124,90,65,9,107,1683,1,0,-87
Malik Monk,Sacramento Kings,United States,0,SG,NA,Shot-Creating 3-Level Threat,"6'3""",200,"6'5""",17405203,8,1998-02-04,80,91,90,82,90,60,80,81,48,88,80,75,79,78,56,45,68,40,58,33,53,SG,25,77,47,30,1719.2,1041,357,796,44.8,143,398,35.9,184,207,88.9,32,171,203,298,146,49,20,125,1793,0,0,68
Marcus Sasser,Detroit Pistons,United States,25,PG,SG,Balanced Point,"6'2""",195,"6'7""",2755080,2,2000-09-21,74,90,83,81,87,75,75,83,47,85,80,74,80,74,56,35,70,46,45,29,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
